Dispatched,Description,Address,Grid,Report
1/12/2023 18:00,INFORMATION,500 BLOCK S WESTLAND AVE,160,18105
1/12/2023 19:33,ABANDONED VEHICLE,3900 BLOCK W BAY COURT AVE,181,18103
1/12/2023 17:42,DISTURBANCE,600 BLOCK S HOWARD AVE,160,18099
1/12/2023 17:34,AUTO BURGLARY,19900 BLOCK BRUCE B DOWNS BLVD,245,18102
1/12/2023 17:27,MISSING PERS/RUNAWAY,3600 BLOCK W KENSINGTON AVE,178,18098
1/12/2023 18:00,DISTURBANCE,1700 BLOCK W JEAN ST,48,18101
1/12/2023 17:28,NATURE UNKNOWN,5100 BLOCK N 40TH ST,75,18095
1/12/2023 17:43,RESID/COMMERIAL ALARM,500 BLOCK E KENNEDY BLVD,144,18094
1/12/2023 17:56,OFFENSES AGST FAMILY,GRID ONLY,16,18100
1/12/2023 17:20,TRAFFIC CRASH,E PALM AVE / N FLORIDA AVE,115,18092
1/12/2023 17:18,FELONY,1500 BLOCK N DALE MABRY HWY,121,18088
1/12/2023 17:55,DISTURBANCE,6700 BLOCK S LOIS AVE,196,18089
1/12/2023 17:23,DISABLED VEHICLE,W SPRUCE ST / N OBRIEN ST,118,18091
1/12/2023 17:18,SUSPICIOUS PERSON,2200 BLOCK N LOIS AVE,120,18085
1/12/2023 17:10,VEHICLE STOP/TRAFFIC,N HIMES AVE / W HEITER ST,90,18083
1/12/2023 17:09,FELONY,2100 BLOCK W DE LEON ST,160,18082
1/12/2023 17:17,NATURE UNKNOWN,6800 BLOCK S MANHATTAN AVE,196,18080
1/12/2023 17:34,DISTURBANCE,1200 BLOCK W CORAL ST,104,18077
1/12/2023 17:12,ASSAULT/BATTERY,N 15TH ST / E CHELSEA ST,83,18079
1/12/2023 16:59,AUTO BURGLARY,E OAK AVE / N JEFFERSON ST,116,18076
1/12/2023 16:56,INFORMATION,N 21ST ST / E 7TH AVE,128,18074
1/12/2023 17:16,TRAFFIC CRASH,SELMON EXPY / EXIT 2 SELMON EX W EUCLID AVE,178,18075
1/12/2023 16:56,NATURE UNKNOWN,3700 BLOCK MACHADO ST,98,18070
1/12/2023 17:41,ANIMAL NUISANCE,3600 BLOCK E LAMBRIGHT ST,55,18072
1/12/2023 17:24,MISDEMEANOR,N HOWARD AVE / W KENNEDY BLVD,160,18068
1/12/2023 16:49,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W TAMPA BAY BLVD,89,18064
1/12/2023 16:51,MISDEMEANOR,4900 BLOCK E BUSCH BLVD,33,18065
1/12/2023 17:42,DISTURBANCE,7700 BLOCK N CENTRAL AVE,44,18067
1/12/2023 17:18,HIT AND RUN,N FLORIDA AVE / W HILLSBOROUGH AVE,69,18060
1/12/2023 17:23,MISDEMEANOR,2600 BLOCK W KENNEDY BLVD,159,18058
1/12/2023 16:44,VEHICLE STOP/TRAFFIC,N 35TH ST / E CHELSEA ST,86,18056
1/12/2023 16:56,TRAFFIC CONTROL,E WHITING ST / CHANNELSIDE DR,145,18059
1/12/2023 17:21,STREET OBSTRUCTION,N HIGHLAND AVE / W CHELSEA ST,81,18055
1/12/2023 17:02,INFORMATION,5000 BLOCK N 15TH ST,71,18054
1/12/2023 16:40,RESID/COMMERIAL ALARM,3500 BLOCK E 21ST AVE,110,18053
1/12/2023 16:39,TRAFFIC CRASH,N 16TH ST / E GENESEE ST,84,18052
1/12/2023 18:27,BURG OF A STRUCTURE,4500 BLOCK W PAXTON AVE,186,18051
1/12/2023 16:33,LOST/FOUND PROPERTY,N JEFFERSON ST / E OHIO AVE,95,18048
1/12/2023 16:31,MISDEMEANOR,800 BLOCK E DR MARTIN LUTHER KING JR BLVD,82,18047
1/12/2023 16:31,TRAFFIC CRASH,E BOUGAINVILLEA AVE / N 30TH ST,14,18046
1/12/2023 16:27,MENTALLY ILL PERSON,GRID ONLY,143,18042
1/12/2023 16:27,VEHICLE STOP/TRAFFIC,E BUSCH BLVD / N 11TH ST,20,18038
1/12/2023 16:30,NARCOTIC LAW (DRUGS),4800 BLOCK SANDRA DR,24,18044
1/12/2023 16:44,BURG OF A STRUCTURE,3900 BLOCK W SAN NICHOLAS ST,169,18041
1/12/2023 17:12,PETTY THEFT,E YUKON ST / I275,28,18037
1/12/2023 16:26,TRAFFIC CRASH,W HILLSBOROUGH AVE / N ROME AVE,79,18036
1/12/2023 16:23,INFORMATION,N NEBRASKA AVE / E POWHATAN AVE,58,18034
1/12/2023 16:22,VEHICLE STOP/TRAFFIC,N 40TH ST / E CHELSEA ST,86,18033
1/12/2023 16:20,INFORMATION,17400 BLOCK DONA MICHELLE DR,250,18030
1/12/2023 16:21,NATURE UNKNOWN,600 BLOCK N MORGAN ST,143,18032
1/12/2023 16:25,INFORMATION,E COLUMBUS DR / N NEBRASKA AVE,116,18031
1/12/2023 16:20,RESID/COMMERIAL ALARM,9400 BLOCK N 16TH ST,21,18028
1/12/2023 16:36,TRAFFIC CRASH,W PLATT ST / S ALBANY AVE,160,18029
1/12/2023 17:59,DISTURBANCE,400 BLOCK W WATERS AVE,27,18027
1/12/2023 16:35,TRAFFIC CRASH,N FLORIDA AVE / E OAK AVE,115,18024
1/12/2023 16:10,MENTALLY ILL PERSON,GRID ONLY,194,18019
1/12/2023 16:11,AGG ASSAULT/BATTERY,6500 BLOCK N 31ST ST,55,18017
1/12/2023 16:08,INFORMATION,W COLUMBUS DR / N HOWARD AVE,114,18014
1/12/2023 16:33,INFORMATION,7700 BLOCK N BRANCH AVE,44,18015
1/12/2023 16:03,BUILDING CHECK,5000 BLOCK E BUSCH BLVD,24,18012
1/12/2023 16:03,VEHICLE STOP/TRAFFIC,W LA SALLE ST / N HOWARD AVE,138,18011
1/12/2023 16:06,NATURE UNKNOWN,100 BLOCK E PALM AVE,115,18010
1/12/2023 16:01,LOST/FOUND PROPERTY,4700 BLOCK N CENTRAL AVE,82,18008
1/12/2023 16:03,TRAFFIC CRASH,E HILLSBOROUGH AVE / N 22ND ST,72,18007
1/12/2023 19:10,MISDEMEANOR,4300 BLOCK W GANDY BLVD,187,18009
1/12/2023 15:58,RESID/COMMERIAL ALARM,5000 BLOCK E BROADWAY AVE,131,18003
1/12/2023 15:57,MISDEMEANOR,2200 BLOCK W BUSCH BLVD,16,18000
1/12/2023 16:08,INFORMATION,W COLUMBUS DR / N ARMENIA AVE,113,18004
1/12/2023 15:57,VEHICLE STOP/TRAFFIC,N SEMINOLE AVE / E DR MARTIN LUTHER KING JR BLVD,95,17998
1/12/2023 16:35,TRAFFIC CRASH,W GANDY BLVD / S DALE MABRY HWY,187,17994
1/12/2023 15:48,DISTURBANCE,1200 BLOCK N MARION ST,140,17991
1/12/2023 15:43,VEHICLE STOP/TRAFFIC,COMMERCE PALMS DR / DEAD END,227,17988
1/12/2023 15:48,TRAFFIC CRASH,W GREEN ST / N HOWARD AVE,123,17986
1/12/2023 15:47,DISTURBANCE,9400 BLOCK N BOULEVARD,18,17992
1/12/2023 16:03,NATURE UNKNOWN,8400 BLOCK N CHEVALIER AVE,25,17984
1/12/2023 16:36,INFORMATION,3100 BLOCK W PEARL AVE,188,17990
1/12/2023 17:04,STOLEN VEHICLE,200 BLOCK N FRANKLIN ST,144,17987
1/12/2023 16:01,FOLLOW UP INVESTIGATION,2100 BLOCK W DE LEON ST,160,17977
1/12/2023 15:38,TRAFFIC CRASH,N 30TH ST / E FOWLER AVE,6,17976
1/12/2023 16:05,DISTURBANCE,100 BLOCK W KEYES AVE,105,17974
1/12/2023 15:34,VEHICLE STOP/TRAFFIC,E LINEBAUGH AVE / N 15TH ST,20,17971
1/12/2023 15:48,AUTO BURGLARY,3700 BLOCK MIDTOWN DR,136,17983
1/12/2023 15:40,PETTY THEFT,2200 BLOCK N WEST SHORE BLVD,120,17972
1/12/2023 15:33,INFORMATION,1800 BLOCK E DR MARTIN LUTHER KING JR BLVD,97,17966
1/12/2023 15:51,STREET OBSTRUCTION,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,17967
1/12/2023 15:43,ASSAULT/BATTERY,4300 BLOCK AEGEAN DR,184,17969
1/12/2023 15:38,HIT AND RUN,5300 BLOCK N BOULEVARD,80,17970
1/12/2023 15:29,VEHICLE STOP/TRAFFIC,N FRANKLIN ST / E JACKSON ST,144,17963
1/12/2023 16:03,MISDEMEANOR,5600 BLOCK N NEBRASKA AVE,59,17979
1/12/2023 15:33,INFORMATION,100 BLOCK W GASPARILLA PLZ,143,17961
1/12/2023 15:32,DISTURBANCE,W WATERS AVE / N ARMENIA AVE,34,17964
1/12/2023 15:23,INFORMATION,E WATERS AVE / N MARKS ST,39,17957
1/12/2023 15:23,MISDEMEANOR,8300 BLOCK N FLORIDA AVE,37,17956
1/12/2023 15:39,INFORMATION,2100 BLOCK W SITKA ST,34,17959
1/12/2023 15:36,NATURE UNKNOWN,W KENNEDY BLVD / S HYDE PARK AVE,162,17958
1/12/2023 15:20,PROJECT,N 22ND ST / RIVER HILLS DR,31,17953
1/12/2023 15:19,PROJECT,RIVER HILLS DR / N 22ND ST,31,17951
1/12/2023 15:20,AGG ASSAULT/BATTERY,2600 BLOCK S MACDILL AVE,175,17952
1/12/2023 15:22,TRAFFIC CRASH,E BROADWAY AVE / N 50TH ST,131,17954
1/12/2023 15:27,NATURE UNKNOWN,1000 BLOCK E FLORA ST,45,17948
1/12/2023 15:16,MISDEMEANOR,8300 BLOCK N FLORIDA AVE,37,17945
1/12/2023 15:19,RESID/COMMERIAL ALARM,2000 BLOCK E PATTERSON ST,46,17947
1/12/2023 15:14,FOLLOW UP INVESTIGATION,300 BLOCK S DALE MABRY HWY,157,17944
1/12/2023 15:29,FOLLOW UP INVESTIGATION,3900 BLOCK W CYPRESS ST,151,17942
1/12/2023 15:35,HIT AND RUN,3200 BLOCK W SAINT CONRAD ST,112,17943
1/12/2023 15:11,INFORMATION,1800 BLOCK E DR MARTIN LUTHER KING JR BLVD,97,17936
1/12/2023 15:19,DISTURBANCE,5800 BLOCK N 30TH ST,61,17937
1/12/2023 15:09,BUILDING CHECK,4700 BLOCK W MONTGOMERY AVE,190,17933
1/12/2023 15:27,DISTURBANCE,800 BLOCK E HILLSBOROUGH AVE,70,17938
1/12/2023 15:42,TELEPHONE VIOLATION,3800 BLOCK N 22ND ST,97,17927
1/12/2023 15:13,NATURE UNKNOWN,11100 BLOCK SUNDRIFT DR,264,17931
1/12/2023 15:09,INFORMATION,2600 BLOCK E 28TH AVE,98,17929
1/12/2023 15:26,INFORMATION,600 BLOCK W KENNEDY BLVD,155,17928
1/12/2023 15:04,LOST/FOUND PROPERTY,N FLORIDA AVE / E FRIERSON AVE,69,17923
1/12/2023 15:06,TRAFFIC CRASH,S 50TH ST / E WASHINGTON ST,131,17924
1/12/2023 15:42,DISTURBANCE,1700 BLOCK W JEAN ST,48,17925
1/12/2023 14:56,VEHICLE STOP/TRAFFIC,ADAMO DR / N 34TH ST,147,17917
1/12/2023 14:55,VEHICLE STOP/TRAFFIC,E HANNA AVE / N NEBRASKA AVE,58,17913
1/12/2023 14:52,GRAND THEFT,10900 BLOCK N CENTRAL AVE,3,17911
1/12/2023 15:04,INFORMATION,5500 BLOCK W GRAY ST,117,17912
1/12/2023 15:01,BUILDING CHECK,800 BLOCK E EMILY ST,95,17905
1/12/2023 14:50,POLICE SERVICE CALL,11600 BLOCK N NEBRASKA AVE,3,17906
1/12/2023 14:48,NATURE UNKNOWN,500 BLOCK E GIDDENS AVE,70,17903
1/12/2023 14:44,NATURE UNKNOWN,5000 BLOCK S DALE MABRY HWY,188,17900
1/12/2023 14:46,NATURE UNKNOWN,20400 BLOCK WALNUT GROVE LN,246,17902
1/12/2023 14:46,MISDEMEANOR,4600 BLOCK N LOIS AVE,77,17901
1/12/2023 14:47,DISTURBANCE,3100 BLOCK E DIANA ST,55,17904
1/12/2023 14:39,BUILDING CHECK,N MARION ST / E TYLER ST,140,17895
1/12/2023 14:42,INFORMATION,16200 BLOCK BRUCE B DOWNS BLVD,233,17899
1/12/2023 14:37,INFORMATION,2100 BLOCK W DE LEON ST,160,17894
1/12/2023 14:41,TRAFFIC CRASH,200 BLOCK N TAMPA ST,144,17897
1/12/2023 14:37,LOST/FOUND PROPERTY,9300 BLOCK N 30TH ST,22,17893
1/12/2023 14:37,BUILDING CHECK,1700 BLOCK S MANHATTAN AVE,169,17892
1/12/2023 15:03,STREET OBSTRUCTION,W TYSON AVE / S ELKINS AVE,193,17891
1/12/2023 14:32,INFORMATION,2700 BLOCK W KENNEDY BLVD,159,17889
1/12/2023 14:32,MISDEMEANOR,2700 BLOCK W KENNEDY BLVD,159,17888
1/12/2023 14:31,DISTURBANCE,E COLUMBUS DR / N 22ND ST,108,17886
1/12/2023 14:31,TRAFFIC CRASH,S 50TH ST / E WASHINGTON ST,131,17885
1/12/2023 14:29,MISDEMEANOR,2700 BLOCK W HILLSBOROUGH AVE,66,17883
1/12/2023 14:52,FOLLOW UP INVESTIGATION,10200 BLOCK N 26TH ST,14,17881
1/12/2023 14:38,DOMESTIC DISPUTE,800 BLOCK N FRANKLIN ST,143,17879
1/12/2023 14:22,NATURE UNKNOWN,19100 BLOCK PORTOFINO DR,245,17871
1/12/2023 14:16,NATURE UNKNOWN,5000 BLOCK W DICKENS AVE,173,17869
1/12/2023 14:12,DISTURBANCE,1800 BLOCK E PALM AVE,128,17864
1/12/2023 14:12,HIT AND RUN,N CENTRAL AVE / E SLIGH AVE,51,17865
1/12/2023 14:04,BUILDING CHECK,4700 BLOCK W MONTGOMERY AVE,190,17858
1/12/2023 14:10,NATURE UNKNOWN,1400 BLOCK CARTIER DR,4,17860
1/12/2023 14:01,BUILDING CHECK,E KENNEDY BLVD / CHANNELSIDE DR,145,17851
1/12/2023 14:08,AGG ASSAULT/BATTERY,3000 BLOCK E BUSCH BLVD,31,17853
1/12/2023 14:03,NARCOTIC LAW (DRUGS),2900 BLOCK N NEBRASKA AVE,107,17848
1/12/2023 14:02,AGG ASSAULT/BATTERY,3100 BLOCK E DIANA ST,55,17850
1/12/2023 13:55,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,17845
1/12/2023 13:53,BUILDING CHECK,1000 BLOCK W SWANN AVE,161,17843
1/12/2023 13:56,RESID/COMMERIAL ALARM,7000 BLOCK ADAMO DR,134,17844
1/12/2023 13:52,NATURE UNKNOWN,4000 BLOCK N ARMENIA AVE,92,17841
1/12/2023 13:50,INFORMATION,8400 BLOCK N 13TH ST,29,17839
1/12/2023 14:02,MISDEMEANOR,2700 BLOCK W KENNEDY BLVD,159,17840
1/12/2023 14:05,INFORMATION,3700 BLOCK E 3RD AVE,130,17838
1/12/2023 13:44,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W COLUMBUS DR,120,17829
1/12/2023 13:42,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,17823
1/12/2023 13:52,TRAFFIC CONTROL,N BOULEVARD / W KENNEDY BLVD,161,17828
1/12/2023 13:57,CRIMINAL MISCHIEF,3700 BLOCK N JEFFERSON ST,95,17833
1/12/2023 13:54,TRAFFIC CRASH,700 BLOCK E FOWLER AVE,3,17822
1/12/2023 13:40,MISDEMEANOR,1500 BLOCK N DALE MABRY HWY,121,17820
1/12/2023 13:56,DOMESTIC DISPUTE,2200 BLOCK E 25TH AVE,109,17818
1/12/2023 13:30,MEETING,5200 BLOCK TAMPA PALMS BLVD,222,17814
1/12/2023 13:29,TRAFFIC CRASH,E FOWLER AVE / N NEBRASKA AVE,3,17813
1/12/2023 13:44,MISDEMEANOR,100 BLOCK S DAKOTA AVE,161,17811
1/12/2023 13:27,DOMESTIC DISPUTE,10100 BLOCK TAKOMAH TRL,15,17807
1/12/2023 13:27,TRAFFIC CRASH,N HIMES AVE / W COLUMBUS DR,112,17809
1/12/2023 13:21,BUILDING CHECK,1700 BLOCK S MANHATTAN AVE,169,17801
1/12/2023 13:33,DISTURBANCE,1300 BLOCK E 113TH AVE,4,17804
1/12/2023 13:19,MENTALLY ILL PERSON,GRID ONLY,161,17795
1/12/2023 13:16,TRAFFIC CRASH,W SWANN AVE / S DAKOTA AVE,167,17792
1/12/2023 13:14,RESID/COMMERIAL ALARM,3300 BLOCK W LAWN AVE,182,17788
1/12/2023 13:23,TRAFFIC CRASH,N HAMNER AVE / W WATERS AVE,36,17789
1/12/2023 13:11,INFORMATION,17400 BLOCK COMMERCE PARK BLVD,238,17785
1/12/2023 13:22,MISDEMEANOR,1700 BLOCK N DALE MABRY HWY,120,17787
1/12/2023 14:05,ABANDONED VEHICLE,3100 BLOCK W PRICE AVE,188,17784
1/12/2023 13:10,MISDEMEANOR,3300 BLOCK N FLORIDA AVE,94,17780
1/12/2023 13:47,INFORMATION,600 BLOCK CHANNELSIDE DR,145,17810
1/12/2023 13:03,DOMESTIC DISPUTE,11300 BLOCK N 51ST ST,8,17776
1/12/2023 13:05,DISTURBANCE,800 BLOCK E MCEWEN AVE,11,17777
1/12/2023 14:33,INFORMATION,8600 BLOCK N BRANCH AVE,28,17772
1/12/2023 13:03,AGG ASSAULT/BATTERY,W EUCLID AVE / S DALE MABRY HWY,181,17774
1/12/2023 13:16,TRAFFIC CRASH,W KENNEDY BLVD / S PARKER ST,162,17773
1/12/2023 12:54,INFORMATION,N 22ND ST / E 15TH AVE,108,17768
1/12/2023 13:55,AUTO BURGLARY,2400 BLOCK N ALBANY AVE,114,17771
1/12/2023 13:08,INFORMATION,6600 BLOCK S WEST SHORE BLVD,194,17770
1/12/2023 12:53,INFORMATION,3800 BLOCK W TAMPA BAY BLVD,89,17767
1/12/2023 12:54,DISTURBANCE,7400 BLOCK N NEBRASKA AVE,45,17764
1/12/2023 12:59,TRAFFIC CRASH,N 34TH ST / E GIDDENS AVE,74,17765
1/12/2023 12:56,INFORMATION,1500 BLOCK N DALE MABRY HWY,120,17763
1/12/2023 12:43,MENTALLY ILL PERSON,GRID ONLY,58,17758
1/12/2023 12:42,INFORMATION,3800 BLOCK W TAMPA BAY BLVD,89,17756
1/12/2023 13:04,TRAFFIC CRASH,W TAMPA BAY BLVD / N DALE MABRY HWY,89,17759
1/12/2023 12:41,INFORMATION,3800 BLOCK W TAMPA BAY BLVD,89,17754
1/12/2023 13:03,DOMESTIC DISPUTE,900 BLOCK W CIMMERON DR,80,17757
1/12/2023 12:34,BUILDING CHECK,8300 BLOCK GALBRAITH RD,242,17749
1/12/2023 12:45,INFORMATION,8700 BLOCK DEL REY CT,33,17752
1/12/2023 12:44,TRAFFIC CRASH,W BUSCH BLVD / N ARMENIA AVE,16,17750
1/12/2023 12:39,MISDEMEANOR,2700 BLOCK W HILLSBOROUGH AVE,66,17751
1/12/2023 12:32,TRAFFIC CRASH,N NEBRASKA AVE / E 31ST AVE,95,17745
1/12/2023 13:53,BURG OF A STRUCTURE,10200 BLOCK N 26TH ST,14,17748
1/12/2023 12:34,NATURE UNKNOWN,5000 BLOCK E FOWLER AVE,8,17746
1/12/2023 12:30,MISDEMEANOR,I275 / N DALE MABRY HWY,151,17743
1/12/2023 12:30,LOST/FOUND PROPERTY,3800 BLOCK N NEBRASKA AVE,96,17742
1/12/2023 12:32,INFORMATION,N TALIAFERRO AVE / E FLORA ST,44,17744
1/12/2023 12:44,MISDEMEANOR,600 BLOCK E POLK ST,143,17741
1/12/2023 12:36,DOMESTIC DISPUTE,500 BLOCK E COLUMBUS DR,116,17739
1/12/2023 14:20,CRIMINAL MISCHIEF,8600 BLOCK N FLORIDA AVE,28,17747
1/12/2023 12:24,RESID/COMMERIAL ALARM,17800 BLOCK ARBOR CREEK DR,253,17737
1/12/2023 12:44,PARKING VIOLATION,2500 BLOCK W TENNESSEE AVE,171,17740
1/12/2023 12:19,ASSAULT/BATTERY,1 TAMPA GENERAL CIR,133,17734
1/12/2023 12:16,DISTURBANCE,8400 BLOCK N NEBRASKA AVE,29,17730
1/12/2023 14:06,GRAND THEFT,1200 BLOCK E BROAD ST,45,17733
1/12/2023 12:13,INFORMATION,1700 BLOCK E HILLSBOROUGH AVE,60,17727
1/12/2023 12:13,BUILDING CHECK,8400 BLOCK NEW TAMPA BLVD,245,17726
1/12/2023 12:25,OFFENSES AGST FAMILY,GRID ONLY,78,17729
1/12/2023 12:11,MENTALLY ILL PERSON,GRID ONLY,145,17723
1/12/2023 12:14,FORGERY/BAD CHECKS,1000 BLOCK GRAMERCY LN,136,17725
1/12/2023 12:54,INFORMATION,3800 BLOCK S HIMES AVE,178,17732
1/12/2023 12:19,TRAFFIC CRASH,S MACDILL AVE / W BAY TO BAY BLVD,175,17719
1/12/2023 12:43,GRAND THEFT,8200 BLOCK N FLORIDA AVE,36,17720
1/12/2023 12:00,MISDEMEANOR,1400 BLOCK E HILLSBOROUGH AVE,71,17716
1/12/2023 12:02,TRAFFIC CRASH,E BROADWAY AVE / ORIENT RD,132,17717
1/12/2023 11:59,DISTURBANCE,E BUSCH BLVD / N 12TH ST,29,17714
1/12/2023 11:59,DISTURBANCE,5000 BLOCK E 10TH AVE,132,17712
1/12/2023 12:01,DISTURBANCE,700 BLOCK OAKHURST PL,139,17713
1/12/2023 11:55,DISTURBANCE,8700 BLOCK HUNTERS GREEN DR,251,17707
1/12/2023 12:43,CRIMINAL MISCHIEF,8600 BLOCK N CENTRAL AVE,28,17708
1/12/2023 12:01,INFORMATION,4600 BLOCK E BUSCH BLVD,24,17709
1/12/2023 11:51,BUILDING CHECK,700 BLOCK E TWIGGS ST,143,17702
1/12/2023 12:01,GRAND THEFT,1400 BLOCK E CHILKOOT AVE,12,17706
1/12/2023 12:07,ABANDONED VEHICLE,5500 BLOCK N MIAMI AVE,58,17705
1/12/2023 11:52,MISDEMEANOR,800 BLOCK E FOREST AVE,106,17703
1/12/2023 12:06,SUSPICIOUS VEHICLE,E 29TH AVE / N 33RD ST,99,17701
1/12/2023 11:55,INFORMATION,3600 BLOCK W HILLSBOROUGH AVE,65,17700
1/12/2023 11:41,INFORMATION,300 BLOCK WESTSHORE PLZ,149,17696
1/12/2023 11:42,RESID/COMMERIAL ALARM,17900 BLOCK BAHAMA ISLE CIR,254,17695
1/12/2023 12:22,INFORMATION,7600 BLOCK S FITZGERALD ST,200,17699
1/12/2023 11:36,INFORMATION,900 BLOCK E SEWARD ST,29,17690
1/12/2023 11:36,BUILDING CHECK,300 BLOCK WESTSHORE PLZ,149,17687
1/12/2023 12:42,HIT AND RUN,N 22ND ST / E CHELSEA ST,84,17694
1/12/2023 15:03,POLICE SERVICE CALL,100 BLOCK S LINCOLN AVE,158,17688
1/12/2023 11:34,INFORMATION,600 BLOCK E POLK ST,143,17685
1/12/2023 11:40,PROSTITUTION,N NEBRASKA AVE / E CLIFTON ST,58,17686
1/12/2023 13:59,GRAND THEFT,2600 BLOCK E 29TH AVE,98,17683
1/12/2023 12:19,SEXUAL BATTERY,GRID ONLY,111,17682
1/12/2023 15:13,POLICE SERVICE CALL,3900 BLOCK W SAN NICHOLAS ST,169,17681
1/12/2023 11:25,CRIMINAL MISCHIEF,1700 BLOCK E 25TH AVE,108,17679
1/12/2023 11:26,ANIMAL NUISANCE,3300 BLOCK W NASSAU ST,136,17678
1/12/2023 11:21,MENTALLY ILL PERSON,GRID ONLY,133,17676
1/12/2023 11:28,DISTURBANCE,2900 BLOCK W SAINT JOHN ST,113,17680
1/12/2023 11:17,INFORMATION,8400 BLOCK N 18TH ST,30,17673
1/12/2023 11:33,DOMESTIC DISPUTE,3300 BLOCK E 29TH AVE,99,17674
1/12/2023 11:18,NATURE UNKNOWN,20300 BLOCK HERITAGE POINT DR,246,17671
1/12/2023 11:14,INFORMATION,9300 BLOCK N 30TH ST,22,17669
1/12/2023 11:11,BUILDING CHECK,17400 BLOCK COMMERCE PARK BLVD,238,17665
1/12/2023 11:16,DOMESTIC DISPUTE,1700 BLOCK E WATERS AVE,39,17666
1/12/2023 11:10,INFORMATION,9300 BLOCK N 30TH ST,22,17663
1/12/2023 11:11,DOMESTIC DISPUTE,6900 BLOCK INTERBAY BLVD,196,17664
1/12/2023 11:09,INFORMATION,3800 BLOCK W EMPEDRADO ST,174,17662
1/12/2023 11:37,TRAFFIC CRASH,2500 BLOCK W PARKLAND BLVD,166,17661
1/12/2023 11:27,TRAFFIC CRASH,EXIT 39B I275 MEMORIAL HWY / I275,149,17660
1/12/2023 11:05,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,17658
1/12/2023 11:04,MISDEMEANOR,E SLIGH AVE / N NEBRASKA AVE,51,17655
1/12/2023 11:05,NATURE UNKNOWN,3900 BLOCK S MANHATTAN AVE,181,17656
1/12/2023 11:11,INFORMATION,2700 BLOCK W DR MARTIN LUTHER KING JR BLVD,91,17657
1/12/2023 11:37,DISTURBANCE,3500 BLOCK N 22ND ST,98,17653
1/12/2023 11:01,SUSPICIOUS PERSON,8700 BLOCK N GREENWOOD AVE,32,17651
1/12/2023 11:07,LOST/STOLEN TAG,4500 BLOCK W GANDY BLVD,183,17652
1/12/2023 10:57,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,17650
1/12/2023 10:56,SUSPICIOUS VEHICLE,N 23RD ST / E 7TH AVE,129,17648
1/12/2023 10:58,DISABLED VEHICLE,BRUCE B DOWNS BLVD / SHUMARD OAK DR,247,17649
1/12/2023 10:53,VEHICLE STOP/TRAFFIC,4300 BLOCK W BOY SCOUT BLVD,120,17647
1/12/2023 10:52,BUILDING CHECK,2400 BLOCK W SWANN AVE,166,17646
1/12/2023 10:58,PETTY THEFT,3500 BLOCK E HILLSBOROUGH AVE,62,17641
1/12/2023 11:16,FOLLOW UP INVESTIGATION,1900 BLOCK W WATERS AVE,34,17638
1/12/2023 10:49,TRAFFIC CRASH,2900 BLOCK N DALE MABRY HWY,112,17639
1/12/2023 10:48,INFORMATION,1800 BLOCK E BUSCH BLVD,21,17636
1/12/2023 11:00,DISTURBANCE,1100 BLOCK E RICHMERE ST,20,17642
1/12/2023 11:34,FOLLOW UP INVESTIGATION,8300 BLOCK N SAULRAY ST,34,17644
1/12/2023 11:36,TRAFFIC CRASH,N ARMENIA AVE / W WATERS AVE,34,17635
1/12/2023 11:37,MISDEMEANOR,3800 BLOCK N NEBRASKA AVE,96,17640
1/12/2023 11:24,TRAFFIC CRASH,3800 BLOCK N WHITTIER ST,101,17637
1/12/2023 10:44,BUILDING CHECK,5600 BLOCK W CYPRESS ST,117,17634
1/12/2023 10:54,TRAFFIC CRASH,W HILLSBOROUGH AVE / N DALE MABRY HWY,65,17631
1/12/2023 10:42,BUILDING CHECK,18200 BLOCK CRANE NEST DR,240,17630
1/12/2023 10:41,BUILDING CHECK,18200 BLOCK CRANE NEST DR,240,17629
1/12/2023 10:41,INFORMATION,9300 BLOCK N 19TH ST,21,17628
1/12/2023 10:39,BUILDING CHECK,7800 BLOCK W COURTNEY CAMPBELL CSWY,117,17625
1/12/2023 10:44,SUSPICIOUS PERSON,4800 BLOCK E CURTIS ST,87,17627
1/12/2023 10:35,BUILDING CHECK,6300 BLOCK COMMERCE PALMS DR,227,17622
1/12/2023 10:34,NATURE UNKNOWN,1800 BLOCK N 52ND ST,132,17620
1/12/2023 10:28,FOLLOW UP INVESTIGATION,1 TAMPA GENERAL CIR,133,17614
1/12/2023 11:06,TRAFFIC CRASH,S OCCIDENT ST / W KENNEDY BLVD,149,17617
1/12/2023 10:30,TRAFFIC CRASH,E BUSCH BLVD / N 16TH ST,21,17616
1/12/2023 10:32,TRAFFIC CRASH,N EAST ST / E TWIGGS ST,141,17615
1/12/2023 10:25,INFORMATION,W DE LEON ST / S WESTLAND AVE,160,17612
1/12/2023 10:22,FELONY,600 BLOCK N ASHLEY DR,143,17610
1/12/2023 10:19,INFORMATION,4000 BLOCK W ROGERS AVE,187,17608
