Dispatched,Description,Address,Grid,Report
1/17/2023 5:07,BUILDING CHECK,N FRANKLIN ST / E TWIGGS ST,143,24075
1/17/2023 5:05,BUILDING CHECK,N FRANKLIN ST / E ZACK ST,143,24074
1/17/2023 5:04,MISDEMEANOR,1600 BLOCK N TAMPA ST,125,24073
1/17/2023 5:10,BUILDING CHECK,2300 BLOCK W UNION ST,123,24071
1/17/2023 5:01,BUILDING CHECK,N FRANKLIN ST / E POLK ST,143,24070
1/17/2023 5:00,BUILDING CHECK,N FRANKLIN ST / E CASS ST,143,24069
1/17/2023 5:04,RESID/COMMERIAL ALARM,800 BLOCK N 50TH ST,134,24068
1/17/2023 4:55,OFFENSES AGST FAMILY,GRID ONLY,186,24067
1/17/2023 4:55,DISTURBANCE,2600 BLOCK E 109TH AVE,6,24066
1/17/2023 4:54,DOMESTIC DISPUTE,N FRANKLIN ST / E ESTELLE ST,125,24064
1/17/2023 4:50,BUILDING CHECK,E KENNEDY BLVD / N FRANKLIN ST,144,24060
1/17/2023 4:51,SUSPICIOUS PERSON,4000 BLOCK E MILLER AVE,40,24062
1/17/2023 4:48,BUILDING CHECK,N MARION ST / E KENNEDY BLVD,144,24058
1/17/2023 4:52,MISDEMEANOR,200 BLOCK W WATERS AVE,36,24061
1/17/2023 4:47,BUILDING CHECK,N MARION ST / E POLK ST,143,24057
1/17/2023 5:02,RESID/COMMERIAL ALARM,1900 BLOCK W KENTUCKY AVE,92,24059
1/17/2023 4:47,BUILDING CHECK,N MARION ST / E CASS ST,143,24056
1/17/2023 4:46,BUILDING CHECK,N MARION ST / E CASS ST,143,24055
1/17/2023 4:44,BUILDING CHECK,N MARION ST / E TYLER ST,140,24054
1/17/2023 4:52,FOLLOW UP INVESTIGATION,200 BLOCK E IDA ST,82,24053
1/17/2023 4:39,BUILDING CHECK,N MORGAN ST / SCOTT ST,140,24050
1/17/2023 4:31,INFORMATION,I4 / N 50TH ST,131,24049
1/17/2023 4:29,BUILDING CHECK,W CLEVELAND ST / S HYDE PARK AVE,162,24047
1/17/2023 4:28,BUILDING CHECK,HUNTERS VILLAGE RD / BRUCE B DOWNS BLVD,251,24046
1/17/2023 4:18,MENTALLY ILL PERSON,GRID ONLY,61,24045
1/17/2023 4:13,DOMESTIC DISPUTE,8200 BLOCK N 13TH ST,38,24043
1/17/2023 4:16,NATURE UNKNOWN,800 BLOCK E DR MARTIN LUTHER KING JR BLVD,82,24042
1/17/2023 4:19,CRIMINAL MISCHIEF,4200 BLOCK W CAYUGA ST,77,24041
1/17/2023 4:10,RESID/COMMERIAL ALARM,9300 BLOCK HUNTERS PARK WAY,252,24039
1/17/2023 4:06,RESID/COMMERIAL ALARM,5000 BLOCK E BUSCH BLVD,33,24038
1/17/2023 4:02,VEHICLE STOP/TRAFFIC,200 BLOCK N DALE MABRY HWY,152,24037
1/17/2023 4:09,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,24036
1/17/2023 4:00,BUILDING CHECK,S DALE MABRY HWY / W AZEELE ST,157,24035
1/17/2023 3:56,BUILDING CHECK,BAYSHORE BLVD / DAVIS ISLAND BRIDGE,133,24034
1/17/2023 3:52,VEHICLE STOP/TRAFFIC,N HIMES AVE / W SPRUCE ST,121,24032
1/17/2023 3:52,AUTO BURGLARY,4200 BLOCK ROYAL BANYAN DR,75,24031
1/17/2023 3:53,RESID/COMMERIAL ALARM,4200 BLOCK W CULBREATH AVE,163,24030
1/17/2023 3:48,VEHICLE STOP/TRAFFIC,HENDERSON BLVD / W SAN MIGUEL ST,169,24028
1/17/2023 3:47,LOST/FOUND PROPERTY,W SPRUCE ST / N OBRIEN ST,118,24025
1/17/2023 4:21,AUTO BURGLARY,200 BLOCK E IDA ST,82,24026
1/17/2023 3:47,INFORMATION,1000 BLOCK E 15TH AVE,107,24024
1/17/2023 3:45,VEHICLE STOP/TRAFFIC,S FLORIDA AVE / SELMON EXPY,144,24023
1/17/2023 3:45,FOLLOW UP INVESTIGATION,200 BLOCK N DALE MABRY HWY,152,24022
1/17/2023 3:39,PROJECT,E HENRY AVE / N 9TH ST,59,24020
1/17/2023 3:39,DISTURBANCE,300 BLOCK N EXCELDA AVE,153,24019
1/17/2023 3:33,INFORMATION,I275 / N HIMES AVE,136,24018
1/17/2023 3:24,INFORMATION,8300 BLOCK N FLORIDA AVE,37,24015
1/17/2023 3:21,SUSPICIOUS PERSON,7000 BLOCK INTERBAY BLVD,196,24014
1/17/2023 3:16,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR,117,24012
1/17/2023 3:18,SUSPICIOUS PERSON,3800 BLOCK W HILLSBOROUGH AVE,64,24011
1/17/2023 3:21,NATURE UNKNOWN,400 BLOCK E 7TH AVE,116,24010
1/17/2023 3:14,MISDEMEANOR,8900 BLOCK N BOULEVARD,27,24009
1/17/2023 3:14,DISTURBANCE,4000 BLOCK S WEST SHORE BLVD,180,24008
1/17/2023 2:58,DISTURBANCE,15400 BLOCK PLANTATION OAKS DR,222,24003
1/17/2023 3:00,MENTALLY ILL PERSON,GRID ONLY,20,24004
1/17/2023 2:51,BUILDING CHECK,7800 BLOCK W COURTNEY CAMPBELL CSWY,117,24002
1/17/2023 2:49,VEHICLE STOP/TRAFFIC,N 12TH ST / E YUKON ST,29,24001
1/17/2023 2:51,MENTALLY ILL PERSON,GRID ONLY,30,24000
1/17/2023 2:47,PROJECT,N NEBRASKA AVE / E FOWLER AVE,3,23999
1/17/2023 2:44,SUSPICIOUS VEHICLE,8400 BLOCK N ARMENIA AVE,25,23998
1/17/2023 2:35,VEHICLE STOP/TRAFFIC,11100 BLOCK N NEBRASKA AVE,4,23996
1/17/2023 2:33,INFORMATION,4600 BLOCK W GANDY BLVD,186,23994
1/17/2023 2:33,PROJECT,N FLORIDA AVE / W WATERS AVE,36,23993
1/17/2023 2:40,RESID/COMMERIAL ALARM,1900 BLOCK N NEBRASKA AVE,127,23995
1/17/2023 2:31,VEHICLE STOP/TRAFFIC,W SPRUCE ST / N OBRIEN ST,118,23992
1/17/2023 2:31,PROJECT,8400 BLOCK N ARMENIA AVE,25,23991
1/17/2023 2:51,FOLLOW UP INVESTIGATION,I275 / N HIMES AVE,136,23990
1/17/2023 2:29,FELONY,I275 / N HIMES AVE,136,23989
1/17/2023 2:27,VEHICLE STOP/TRAFFIC,I275 / S WEST SHORE BLVD,150,23987
1/17/2023 2:29,AUTO BURGLARY,300 BLOCK W OSBORNE AVE,69,23988
1/17/2023 2:23,PROJECT,N 46TH ST / E WHITEWAY DR,7,23985
1/17/2023 2:30,BUILDING CHECK,N FRANKLIN ST / E ESTELLE ST,125,23986
1/17/2023 2:23,DISTURBANCE,6200 BLOCK ADAMO DR,134,23983
1/17/2023 2:39,BUILDING CHECK,2300 BLOCK W UNION ST,123,23981
1/17/2023 2:15,PROJECT,2300 BLOCK E BUSCH BLVD,31,23980
1/17/2023 2:13,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W CARMEN ST,151,23978
1/17/2023 2:47,MISDEMEANOR,600 BLOCK N NEBRASKA AVE,142,23979
1/17/2023 2:07,MENTALLY ILL PERSON,GRID ONLY,38,23976
1/17/2023 2:03,VEHICLE STOP/TRAFFIC,N BOULEVARD / W HUMPHREY ST,26,23974
1/17/2023 2:02,VEHICLE STOP/TRAFFIC,I275 / E DR MARTIN LUTHER KING JR BLVD,95,23973
1/17/2023 2:15,DOMESTIC DISPUTE,200 BLOCK E STRATFORD AVE,95,23975
1/17/2023 2:01,VEHICLE STOP/TRAFFIC,N 34TH ST / E OSBORNE AVE,86,23972
1/17/2023 1:59,VEHICLE STOP/TRAFFIC,I275 / N HIMES AVE,136,23971
1/17/2023 1:55,VEHICLE STOP/TRAFFIC,E LAKE AVE / N 30TH ST,98,23969
1/17/2023 1:55,VEHICLE STOP/TRAFFIC,E 21ST AVE / N 22ND ST,108,23968
1/17/2023 1:48,VEHICLE STOP/TRAFFIC,N 34TH ST / E LAKE AVE,99,23967
1/17/2023 1:47,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / PHILLIPS ST,101,23965
1/17/2023 1:46,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N BOULEVARD,161,23964
1/17/2023 1:45,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E WILMA ST,19,23963
1/17/2023 1:55,FELONY,400 BLOCK S HOWARD AVE,160,23962
1/17/2023 1:42,PROJECT,E CLIFTON ST / N NEBRASKA AVE,58,23961
1/17/2023 1:41,VEHICLE STOP/TRAFFIC,E 26TH AVE / N 35TH ST,110,23960
1/17/2023 1:35,VEHICLE STOP/TRAFFIC,N BROOKS ST / E HUMPHREY ST,29,23957
1/17/2023 1:45,MENTALLY ILL PERSON,GRID ONLY,154,23959
1/17/2023 1:31,INFORMATION,1300 BLOCK E BUSCH BLVD,20,23955
1/17/2023 1:30,LOST/FOUND PROPERTY,W WATERS AVE / N ARMENIA AVE,34,23954
1/17/2023 1:31,MISDEMEANOR,8900 BLOCK N BOULEVARD,27,23953
1/17/2023 1:24,VEHICLE STOP/TRAFFIC,W SWANN AVE / HENDERSON BLVD,165,23948
1/17/2023 1:23,VEHICLE STOP/TRAFFIC,N 37TH ST / E PARIS ST,62,23947
1/17/2023 1:30,INFORMATION,3000 BLOCK SANCHEZ ST,108,23946
1/17/2023 1:19,PROJECT,E 93RD AVE / N 9TH ST,20,23943
1/17/2023 1:19,BUILDING CHECK,5300 BLOCK INTERBAY BLVD,189,23942
1/17/2023 1:22,SUSPICIOUS VEHICLE,2800 BLOCK CORRINE ST,147,23941
1/17/2023 1:23,MISDEMEANOR,1900 BLOCK N DALE MABRY HWY,121,23939
1/17/2023 1:13,MENTALLY ILL PERSON,GRID ONLY,90,23938
1/17/2023 1:09,VEHICLE STOP/TRAFFIC,W HILLSBOROUGH AVE / N LOIS AVE,64,23937
1/17/2023 1:06,VEHICLE STOP/TRAFFIC,W WATERS AVE / N ARMENIA AVE,34,23933
1/17/2023 1:01,PROJECT,N CENTRAL AVE / E KIRBY ST,44,23931
1/17/2023 1:02,SUSPICIOUS PERSON,1700 BLOCK W SAINT JOHN ST,114,23932
1/17/2023 1:12,FOLLOW UP INVESTIGATION,N 38TH ST / E EMMA ST,86,23928
1/17/2023 0:58,MENTALLY ILL PERSON,GRID ONLY,121,23929
1/17/2023 2:05,INFORMATION,4500 BLOCK N THATCHER AVE,77,23927
1/17/2023 0:50,VEHICLE STOP/TRAFFIC,N 50TH ST / E COLUMBUS DR,131,23925
1/17/2023 0:54,DISTURBANCE,3500 BLOCK E HILLSBOROUGH AVE,74,23924
1/17/2023 1:26,STOLEN VEHICLE,N HIMES AVE / W DEWEY ST,102,23923
1/17/2023 0:43,BUILDING CHECK,W AZEELE ST / S WOODLYNNE AVE,158,23920
1/17/2023 0:47,DOMESTIC DISPUTE,5800 BLOCK S DALE MABRY HWY,191,23921
1/17/2023 0:39,VEHICLE STOP/TRAFFIC,N 38TH ST / E EMMA ST,86,23916
1/17/2023 0:43,MENTALLY ILL PERSON,GRID ONLY,143,23917
1/17/2023 0:38,PROJECT,N FLORIDA AVE / E CLIFTON ST,57,23915
1/17/2023 0:53,INFORMATION,4500 BLOCK W PAXTON AVE,186,23918
1/17/2023 0:37,INFORMATION,4200 BLOCK N DALE MABRY HWY,90,23913
1/17/2023 0:52,MISDEMEANOR,9300 BLOCK N NEBRASKA AVE,20,23914
1/17/2023 0:36,VEHICLE STOP/TRAFFIC,E 32ND AVE / N 54TH ST,101,23911
1/17/2023 0:35,VEHICLE STOP/TRAFFIC,N 34TH ST / E MCBERRY ST,74,23910
1/17/2023 0:35,BUILDING CHECK,S SHERIDAN RD / OAK GREEN WAY,192,23909
1/17/2023 0:31,LOST/FOUND PROPERTY,4200 BLOCK N DALE MABRY HWY,90,23906
1/17/2023 0:34,DISTURBANCE,2900 BLOCK E OKARA RD,22,23907
1/17/2023 0:30,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N NEBRASKA AVE,95,23905
1/17/2023 0:38,DISTURBANCE,8100 BLOCK N ALASKA ST,38,23912
1/17/2023 0:29,VEHICLE STOP/TRAFFIC,W GREEN ST / N ARMENIA AVE,122,23904
1/17/2023 0:37,RESID/COMMERIAL ALARM,8500 BLOCK BERCH HALLOW CT,243,23901
1/17/2023 0:27,VEHICLE STOP/TRAFFIC,3700 BLOCK W GANDY BLVD,188,23899
1/17/2023 0:33,DISTURBANCE,3300 BLOCK N 16TH ST,108,23903
1/17/2023 0:26,VEHICLE STOP/TRAFFIC,3400 BLOCK E HILLSBOROUGH AVE,74,23897
1/17/2023 0:43,DISABLED VEHICLE,I275 / N DALE MABRY HWY,151,23900
1/17/2023 0:28,NATURE UNKNOWN,1900 BLOCK E OSBORNE AVE,84,23898
1/17/2023 0:24,PROJECT,N 9TH ST / E WILMA ST,20,23895
1/17/2023 0:22,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,23893
1/17/2023 0:21,INFORMATION,OLD COLUMBUS DR / N 50TH ST,131,23892
1/17/2023 0:21,BUILDING CHECK,100 BLOCK S WEST SHORE BLVD,156,23890
1/17/2023 0:16,VEHICLE STOP/TRAFFIC,E 28TH AVE / N 56TH ST,101,23888
1/17/2023 0:15,PROJECT,N 50TH ST / E BUSCH BLVD,33,23887
1/17/2023 0:12,FELONY,E COLUMBUS DR / N 12TH ST,107,23884
1/17/2023 0:11,VEHICLE STOP/TRAFFIC,ADAMO DR / N 50TH ST,131,23882
1/17/2023 0:11,BUILDING CHECK,1700 BLOCK MCCLOSKY BLVD,148,23879
1/17/2023 0:11,INFORMATION,4200 BLOCK E 7TH AVE,131,23878
1/17/2023 1:11,TRAFFIC CRASH,W AILEEN ST / N GLEN AVE,102,23877
1/17/2023 1:12,HIT AND RUN,N GOMEZ AVE / W ABDELLA ST,103,23883
1/17/2023 0:06,BUILDING CHECK,BRAMWELL WAY / RICHMOND PLACE DR,242,23874
1/17/2023 0:04,VEHICLE STOP/TRAFFIC,N 30TH ST / E HILLSBOROUGH AVE,73,23872
1/17/2023 0:16,MENTALLY ILL PERSON,GRID ONLY,120,23873
1/16/2023 0:19,TRAFFIC CRASH,N LOIS AVE / W TAMPA BAY BLVD,89,23870
1/16/2023 23:59,VEHICLE STOP/TRAFFIC,BRUCE B DOWNS BLVD / RICHMOND PLACE DR,242,23869
1/16/2023 1:11,HIT AND RUN,N HIMES AVE / W OHIO AVE,90,23868
1/16/2023 23:56,TRAFFIC CRASH,W DR MARTIN LUTHER KING JR BLVD / N HIMES AVE,90,23867
1/16/2023 23:53,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N 33RD ST,99,23864
1/16/2023 0:06,SUSPICIOUS PERSON,1700 BLOCK W SAINT JOHN ST,114,23866
1/16/2023 23:49,BUILDING CHECK,CROSS CREEK BLVD / BROOKRON DR,253,23861
1/16/2023 23:49,VEHICLE STOP/TRAFFIC,E COLUMBUS DR / N 46TH ST,111,23860
1/16/2023 23:46,INFORMATION,3000 BLOCK W DR MARTIN LUTHER KING JR BLVD,78,23856
1/16/2023 23:45,VEHICLE STOP/TRAFFIC,W GRAND CENTRAL AVE / S HYDE PARK AVE,162,23855
1/16/2023 23:45,PROJECT,4200 BLOCK KENNETH CT,63,23854
1/16/2023 23:44,VEHICLE STOP/TRAFFIC,N 49TH ST / MELBURNE BLVD,111,23853
1/16/2023 23:44,BUILDING CHECK,200 BLOCK E DAVIS BLVD,133,23852
1/16/2023 23:43,JUVENILE CURFEW LAW,1100 BLOCK RAY CHARLES BLVD,141,23851
1/16/2023 23:39,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N LOIS AVE,156,23849
1/16/2023 23:39,VEHICLE STOP/TRAFFIC,S MACDILL AVE / W DE LEON ST,158,23848
1/16/2023 23:38,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N BRANCH AVE,95,23846
1/16/2023 23:36,BUILDING CHECK,1300 BLOCK SEVERN AVE,133,23845
1/16/2023 23:40,HIT AND RUN,1300 BLOCK N MARION ST,140,23847
1/16/2023 23:44,NATURE UNKNOWN,2300 BLOCK N DALE MABRY HWY,112,23843
1/16/2023 23:30,LOST/FOUND PROPERTY,N BOULEVARD / W MAIN ST,124,23838
1/16/2023 23:50,SUSPICIOUS PERSON,4400 BLOCK W SPRUCE ST,119,23839
1/16/2023 23:27,VEHICLE STOP/TRAFFIC,N 40TH ST / E DR MARTIN LUTHER KING JR BLVD,99,23836
1/16/2023 23:27,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / S WOODLYNNE AVE,158,23835
1/16/2023 23:25,JUVENILE CURFEW LAW,1900 BLOCK N MITCHELL AVE,126,23833
1/16/2023 23:25,VEHICLE STOP/TRAFFIC,E COLUMBUS DR / N 12TH ST,107,23832
1/16/2023 23:25,VEHICLE STOP/TRAFFIC,1800 BLOCK E 27TH AVE,97,23831
1/16/2023 23:23,INFORMATION,N 22ND ST / E FOWLER AVE,5,23827
1/16/2023 23:22,INFORMATION,S LOIS AVE / W MCKAY AVE,163,23825
1/16/2023 23:24,RESID/COMMERIAL ALARM,8500 BLOCK BERCH HALLOW CT,243,23829
1/16/2023 23:21,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N 30TH ST,98,23824
1/16/2023 23:21,MISDEMEANOR,4200 BLOCK N DALE MABRY HWY,90,23821
1/16/2023 23:20,BUILDING CHECK,2200 BLOCK E HENRY AVE,61,23820
1/16/2023 23:20,STOLEN VEHICLE,3800 BLOCK W TAMPA BAY BLVD,89,23819
1/16/2023 23:18,INFORMATION,6600 BLOCK S WEST SHORE BLVD,195,23816
1/16/2023 23:16,VEHICLE STOP/TRAFFIC,N 50TH ST / E BROADWAY AVE,131,23814
1/16/2023 23:31,NATURE UNKNOWN,4100 BLOCK N HIMES AVE,90,23815
1/16/2023 23:24,DOMESTIC DISPUTE,1300 BLOCK E LINEBAUGH AVE,12,23813
1/16/2023 23:15,DISTURBANCE,3600 BLOCK OHIO AVE,192,23812
1/16/2023 23:22,TRAFFIC CRASH,N HIMES AVE / W CHESTNUT ST,121,23811
1/16/2023 23:11,MISDEMEANOR,4200 BLOCK N DALE MABRY HWY,90,23809
1/16/2023 23:11,BUILDING CHECK,5400 BLOCK BAY CENTER DR,149,23808
1/16/2023 23:06,LOST/FOUND PROPERTY,N BOULEVARD / W MAIN ST,124,23805
1/16/2023 23:06,VEHICLE STOP/TRAFFIC,W PLATT ST / S MELVILLE AVE,160,23804
1/16/2023 23:05,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / S HIMES AVE,158,23803
1/16/2023 23:07,DISTURBANCE,E FOWLER AVE / N 15TH ST,4,23806
1/16/2023 23:02,DOMESTIC DISPUTE,900 BLOCK OAKHURST PL,139,23801
1/16/2023 22:55,TRAFFIC CRASH,N DALE MABRY HWY / W COLUMBUS DR,120,23795
1/16/2023 23:09,INFORMATION,2100 BLOCK E ANNONA AVE,13,23797
1/16/2023 22:57,BUILDING CHECK,8100 BLOCK N KLONDYKE ST,38,23796
1/16/2023 22:54,PROJECT,3800 BLOCK N CENTRAL AVE,95,23793
1/16/2023 22:51,VEHICLE STOP/TRAFFIC,W PLATT ST / S HOWARD AVE,160,23791
1/16/2023 22:56,NATURE UNKNOWN,3500 BLOCK N AV REPUBLICA DE CUBA,96,23788
1/16/2023 22:53,STOLEN VEHICLE,2600 BLOCK E BUSCH BLVD,22,23787
1/16/2023 22:46,DISTURBANCE,6900 BLOCK N FLORIDA AVE,43,23786
1/16/2023 1:59,INFORMATION,1700 BLOCK W BEDINGFIELD DR,79,23790
1/16/2023 22:42,VEHICLE STOP/TRAFFIC,N 40TH ST / E CHELSEA ST,86,23785
1/16/2023 22:43,RESID/COMMERIAL ALARM,4100 BLOCK N 9TH ST,83,23784
1/16/2023 22:38,VEHICLE STOP/TRAFFIC,N 19TH ST / E 5TH AVE,128,23783
1/16/2023 22:36,VEHICLE STOP/TRAFFIC,E WILDER AVE / N 37TH ST,74,23778
1/16/2023 22:40,DOMESTIC DISPUTE,3000 BLOCK N ROCKY POINT DR,117,23782
1/16/2023 22:36,VEHICLE STOP/TRAFFIC,N 40TH ST / E CHELSEA ST,86,23776
1/16/2023 22:38,DISTURBANCE,N TAMPA ST / E CASS ST,143,23780
1/16/2023 22:47,DISTURBANCE,6200 BLOCK INTERBAY AVE,192,23781
1/16/2023 22:40,DOMESTIC DISPUTE,2200 BLOCK E 23RD AVE,109,23774
1/16/2023 7:34,PETTY THEFT,4200 BLOCK N DALE MABRY HWY,90,23771
1/16/2023 22:32,BUILDING CHECK,W PLATT ST / S MACDILL AVE,158,23770
1/16/2023 22:31,BUILDING CHECK,600 BLOCK S DALE MABRY HWY,157,23769
1/16/2023 22:44,DISTURBANCE,1800 BLOCK E 27TH AVE,97,23777
1/16/2023 22:55,DOMESTIC DISPUTE,1300 BLOCK W MAIN ST,124,23772
1/16/2023 22:28,RESID/COMMERIAL ALARM,3900 BLOCK W HILLSBOROUGH AVE,64,23767
1/16/2023 22:42,FOLLOW UP INVESTIGATION,N 39TH ST / E NORTH BAY ST,86,23765
1/16/2023 22:24,VEHICLE STOP/TRAFFIC,W HILLSBOROUGH AVE / N HIGHLAND AVE,69,23763
1/16/2023 22:30,INFORMATION,3000 BLOCK SANCHEZ ST,108,23766
1/16/2023 22:22,PROJECT,N FLORIDA AVE / W BUSCH BLVD,27,23761
1/16/2023 22:32,MISSING PERS/RUNAWAY,6900 BLOCK KARIN CT,46,23764
1/16/2023 22:20,VEHICLE STOP/TRAFFIC,N 29TH ST / E 26TH AVE,109,23759
1/16/2023 22:20,VEHICLE STOP/TRAFFIC,N FLORIDA AVE / W HILLSBOROUGH AVE,69,23758
1/16/2023 22:15,INFORMATION,1700 BLOCK E 25TH AVE,108,23754
1/16/2023 22:18,RESID/COMMERIAL ALARM,17500 BLOCK EDINBURGH DR,251,23753
1/16/2023 22:22,STOLEN VEHICLE,9300 BLOCK N NEBRASKA AVE,20,23755
1/16/2023 22:29,DOMESTIC DISPUTE,14600 BLOCK N 46TH ST,222,23750
1/16/2023 22:12,RESID/COMMERIAL ALARM,2900 BLOCK E LAKE AVE,98,23749
1/16/2023 22:09,VEHICLE STOP/TRAFFIC,N 39TH ST / E NORTH BAY ST,86,23747
1/16/2023 22:09,INFORMATION,700 BLOCK W COLUMBUS DR,104,23746
1/16/2023 22:09,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / BAYPORT DR,117,23744
1/16/2023 22:14,TRAFFIC CRASH,E 26TH AVE / N 22ND ST,108,23745
1/16/2023 22:07,BUILDING CHECK,N FLORIDA AVE / W IDA ST,81,23743
1/16/2023 22:06,VEHICLE STOP/TRAFFIC,1100 BLOCK N 22ND ST,147,23741
1/16/2023 22:05,VEHICLE STOP/TRAFFIC,INTERSTATE 275 N / HOWARDARMENIA I275 N RAMP,138,23740
1/16/2023 22:06,NATURE UNKNOWN,8500 BLOCK N NEWPORT AVE,26,23738
1/16/2023 22:11,DISTURBANCE,8700 BLOCK DEL REY CT,33,23737
1/16/2023 22:00,VEHICLE STOP/TRAFFIC,N 40TH ST / E 12TH AVE,130,23734
1/16/2023 21:59,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N 24TH ST,98,23733
1/16/2023 21:59,VEHICLE STOP/TRAFFIC,SR 60 W NB / I275 N SR 60 W NB RAMP,117,23732
1/16/2023 21:58,VEHICLE STOP/TRAFFIC,N 21ST ST / E 25TH AVE,108,23731
1/16/2023 21:56,BUILDING CHECK,2200 BLOCK E HENRY AVE,61,23730
1/16/2023 21:55,BUILDING CHECK,3000 BLOCK N BOULEVARD,105,23729
1/16/2023 21:54,BUILDING CHECK,1700 BLOCK E 9TH AVE,128,23728
1/16/2023 21:53,BUILDING CHECK,1500 BLOCK N DALE MABRY HWY,120,23727
1/16/2023 21:50,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / W COURTNEY CAMPBELL CSWY,117,23726
1/16/2023 21:50,VEHICLE STOP/TRAFFIC,N 47TH ST / E HILLSBOROUGH AVE,75,23725
1/16/2023 21:50,TRAFFIC CRASH,S MACDILL AVE / W PARKLAND BLVD,166,23724
1/16/2023 21:48,SUSPICIOUS VEHICLE,4900 BLOCK EBENSBURG DR,232,23723
1/16/2023 21:44,VEHICLE STOP/TRAFFIC,W PLATT ST / S MELVILLE AVE,160,23722
1/16/2023 21:42,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,23719
1/16/2023 21:41,BUILDING CHECK,300 BLOCK WESTSHORE PLZ,149,23717
1/16/2023 21:45,RESID/COMMERIAL ALARM,4300 BLOCK W BEACHWAY DR,163,23720
1/16/2023 21:40,JUVENILE CURFEW LAW,2000 BLOCK E BROAD ST,46,23716
1/16/2023 21:45,DOMESTIC DISPUTE,4100 BLOCK E RICHMERE ST,23,23718
1/16/2023 21:39,VEHICLE STOP/TRAFFIC,N 39TH ST / E 7TH AVE,131,23715
1/16/2023 21:38,INFORMATION,4200 BLOCK N DALE MABRY HWY,90,23714
1/16/2023 21:38,HIT AND RUN,6200 BLOCK N NEBRASKA AVE,52,23713
1/16/2023 21:34,INFORMATION,W KENNEDY BLVD / N CHURCH AVE,157,23712
1/16/2023 21:37,DISTURBANCE,3800 BLOCK N CLEARFIELD AVE,94,23709
1/16/2023 21:31,BUILDING CHECK,2200 BLOCK N WEST SHORE BLVD,120,23707
1/16/2023 21:44,MENTALLY ILL PERSON,GRID ONLY,66,23711
1/16/2023 21:53,MISDEMEANOR,3000 BLOCK N DALE MABRY HWY,112,23708
1/16/2023 21:29,INFORMATION,3200 BLOCK W HILLSBOROUGH AVE,66,23706
1/16/2023 21:27,VEHICLE STOP/TRAFFIC,N 30TH ST / E HENRY AVE,61,23705
1/16/2023 21:27,INFORMATION,4200 BLOCK N DALE MABRY HWY,90,23704
1/16/2023 21:26,VEHICLE STOP/TRAFFIC,N 42ND ST / E DR MARTIN LUTHER KING JR BLVD,100,23702
1/16/2023 21:23,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,23696
1/16/2023 21:39,DISTURBANCE,2300 BLOCK E BUSCH BLVD,31,23699
1/16/2023 21:22,PROJECT,N 50TH ST / E BUSCH BLVD,33,23695
1/16/2023 21:26,MENTALLY ILL PERSON,GRID ONLY,57,23698
1/16/2023 21:21,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W CLEVELAND ST,160,23691
1/16/2023 21:34,INFORMATION,4900 BLOCK N MACDILL AVE,66,23692
1/16/2023 21:25,INFORMATION,9200 BLOCK N FLORIDA AVE,19,23694
1/16/2023 21:19,DOMESTIC DISPUTE,8700 BLOCK N 12TH ST,29,23688
1/16/2023 21:22,RESID/COMMERIAL ALARM,2500 BLOCK E HILLSBOROUGH AVE,73,23689
1/16/2023 21:15,INFORMATION,4200 BLOCK N DALE MABRY HWY,90,23687
1/16/2023 21:14,LOST/FOUND PROPERTY,900 BLOCK SEVERN AVE,133,23686
1/16/2023 21:14,VEHICLE STOP/TRAFFIC,N 50TH ST / E BUSCH BLVD,33,23685
1/16/2023 21:13,VEHICLE STOP/TRAFFIC,N 43RD ST / E FERN ST,55,23684
1/16/2023 21:09,PROJECT,E BIRD ST / N FLORIDA AVE,36,23681
1/16/2023 21:10,FIRE,400 BLOCK E 7TH AVE,116,23680
1/16/2023 21:06,VEHICLE STOP/TRAFFIC,ADAMO DR / N 39TH ST,147,23678
1/16/2023 21:30,FOLLOW UP INVESTIGATION,2400 BLOCK W STROUD AVE,171,23677
